1,Pisko,4540
2,Pisko,2300
3,karol,2137
4,fafassaf,1840
5,Pisko,1680
6,pisko,1560
7,Pisko,500
8,fafassaf,420
9,fafassaf,240
10,pisko,140
11,pisko,40
12,fafassaf,0
13,sadad,0
14,Pisko,0
15,Pisko,0
